Date,Well_Name,Basin,Well_Type,Well_Depth_Ft,Oil_Production_BBL,Water_Cut_Percentage,Gas_Production_MCF,Oil_Price_USD,Gas_Price_USD,Revenue_USD,Operating_Cost_USD,Maintenance_Cost_USD,Equipment_Purchase_USD,Net_Income_USD,Reservoir_Pressure_PSI,Well_Head_Temperature_F,Porosity_Percentage,Permeability_mD,Formation_Volume_Factor,Gas_Oil_Ratio,Well_Lease_Cost_USD,Salary_Cost_USD,Insurance_Cost_USD,Environmental_Compliance_Cost_USD,Water_Disposal_Cost_USD,Chemical_Treatment_Cost_USD,Pump_Efficiency_Percentage,Pump_Power_Usage_KWh,Tubing_Pressure_PSI,Casing_Pressure_PSI,Wellhead_Temperature_F,Artificial_Lift_Power_KWh,Last_Workover_Days,Next_Maintenance_Days,Equipment_Runtime_Hours,Downtime_Hours,Oil_Cut_Percentage,Gas_Oil_Ratio_SCF_BBL,Water_Oil_Ratio,Liquid_Rate_BBL_Day,Environmental_Risk_Score,Equipment_Risk_Score,Financial_Risk_Score,Overall_Risk_Score,Oil_Production_BBL_30D_Avg,Gas_Production_MCF_30D_Avg,Net_Income_USD_30D_Avg,Production_Decline_Rate
2023-08-20,Well_Joker,Bakken,Vertical,8000,639.74,9.49,342.72,71.33,3.76,46921.08,11544.69,1341.36,0,34035.03,1220.29,82.13,7.9,34.3,0.767,634.16,3301.37,4920.72,1219.17,922.98,653.4,527.05,94.75,64.12,646.61,333.12,67.85,82.85,365.0,30.0,24.13,0.19,90.51,0.54,0.1,700.45,2.96,1.25,1.25,4.57,652.5580000000001,320.175,33313.46666666667,-0.1266228890496799
2023-08-21,Well_Joker,Bakken,Vertical,8000,741.85,21.97,331.89,67.28,3.54,51086.56,11132.58,1304.0,0,38649.98,1292.8,91.84,7.82,30.5,0.709,635.15,2606.21,5152.79,1389.75,882.92,588.82,512.09,95.02,64.82,630.83,312.07,71.89,88.28,365.0,30.0,23.57,1.07,78.03,0.45,0.28,904.83,3.44,1.46,4.55,2.84,653.6853333333332,320.2476666666666,33351.90966666667,0.3512504325968562
2023-08-22,Well_Joker,Bakken,Vertical,8000,663.0,15.7,322.17,70.39,3.48,47789.52,11618.77,1185.58,0,34985.17,1314.62,91.6,7.5,29.63,0.797,633.25,3105.58,5114.38,1281.7,986.84,636.34,493.93,94.88,63.04,634.63,325.94,65.57,101.18,365.0,30.0,24.16,0.81,84.3,0.49,0.19,767.1,4.51,3.1,1.91,4.0,654.3076666666667,320.55266666666665,33454.996333333336,-0.01896954810452489
2023-08-23,Well_Joker,Bakken,Vertical,8000,746.05,3.15,296.5,70.39,3.5,53552.31,11582.44,1284.67,0,40685.2,1248.78,86.74,7.69,29.02,0.752,652.64,3375.0,4911.22,1281.45,968.43,583.88,462.46,97.43,69.2,644.38,309.76,76.5,84.56,365.0,30.0,23.71,0.41,96.85,0.4,0.03,769.57,1.19,4.71,1.06,3.3,657.5156666666667,319.28166666666664,33696.62566666667,0.16789292423293678
2023-08-24,Well_Joker,Bakken,Vertical,8000,613.62,3.74,322.58,74.65,3.72,47007.02,12230.09,1215.34,0,33561.59,1308.91,90.09,7.4,33.6,0.82,648.53,3479.45,5520.63,1209.62,932.34,592.71,495.34,97.27,74.72,653.75,309.43,68.88,99.72,365.0,30.0,24.56,0.0,96.26,0.53,0.04,636.55,4.6,2.57,4.3,2.59,658.7363333333334,320.099,33779.561,0.15162434547604287
2023-08-25,Well_Joker,Bakken,Vertical,8000,568.06,17.91,289.25,68.81,3.54,40112.02,11397.01,1193.68,0,27521.34,1352.02,85.15,7.49,34.58,0.812,609.45,2959.14,5091.64,1231.85,1000.95,618.15,495.28,93.3,58.82,633.69,316.2,63.55,101.64,365.0,30.0,23.93,0.3,82.09,0.51,0.22,669.82,4.51,1.07,3.56,1.43,656.0360000000001,319.121,33548.805,-0.04627111245424942
2023-08-26,Well_Joker,Bakken,Vertical,8000,642.8,12.96,332.35,67.55,3.37,44540.86,11850.56,1349.24,0,31341.05,1388.68,92.23,7.7,32.46,0.818,649.56,3486.94,5056.39,1222.13,950.27,654.3,480.53,96.72,63.44,596.75,317.94,73.75,102.77,365.0,30.0,23.91,0.0,87.04,0.52,0.15,726.13,3.19,1.91,1.97,1.8,653.5310000000001,318.8736666666666,33375.73566666667,-0.01485080231114666
2023-08-27,Well_Joker,Bakken,Vertical,8000,735.43,2.75,312.54,71.77,3.38,53838.15,11501.79,1253.81,0,41082.55,1333.54,74.66,7.99,33.37,0.709,632.46,2928.39,4929.44,1425.7,1059.72,646.37,512.17,96.46,64.28,620.86,306.76,69.61,88.48,365.0,30.0,23.88,0.0,97.25,0.42,0.03,755.63,2.02,2.57,1.15,3.11,656.1846666666667,318.411,33707.356,0.10931277905152625
2023-08-28,Well_Joker,Bakken,Vertical,8000,713.98,14.03,298.03,64.06,3.54,46792.66,11692.53,1236.23,0,33863.9,1368.38,86.27,7.47,32.71,0.792,639.91,3168.53,5247.68,1107.0,1006.77,646.88,515.67,97.09,60.84,635.68,319.39,66.41,96.18,365.0,30.0,24.09,0.29,85.97,0.42,0.16,814.17,4.22,4.64,3.5,4.47,659.277,318.81666666666666,33849.91466666667,0.17543050936748883
2023-08-29,Well_Joker,Bakken,Vertical,8000,547.22,8.45,295.06,66.69,3.53,37535.67,11765.49,1256.26,0,24513.92,1271.11,90.15,7.6,30.55,0.692,667.25,3027.59,5093.75,1440.09,1039.56,667.57,496.93,95.92,61.24,618.93,323.36,70.39,89.19,365.0,30.0,23.45,0.0,91.55,0.54,0.09,593.48,1.61,1.33,3.04,4.43,656.0036666666666,318.1516666666667,33482.23466666666,-0.04030164854437046
2023-08-30,Well_Joker,Bakken,Vertical,8000,714.83,22.36,332.05,70.1,3.44,51251.53,12123.38,1235.85,0,37892.3,1287.35,90.21,7.84,32.52,0.811,632.43,3194.31,5640.34,1153.92,955.4,665.8,513.61,97.68,64.81,637.5,325.73,77.0,97.45,365.0,30.0,23.82,0.56,77.64,0.46,0.29,874.63,2.22,4.46,2.32,1.22,658.9256666666666,318.086,33693.16866666667,0.19395032653538435
2023-08-31,Well_Joker,Bakken,Vertical,8000,678.37,19.32,332.62,74.03,3.62,51424.2,11580.25,1311.22,0,38532.72,1300.79,80.54,7.48,33.79,0.76,651.34,3047.2,5217.17,1160.87,975.34,641.26,538.41,94.01,62.2,643.51,314.45,65.07,105.11,365.0,30.0,24.21,0.0,80.68,0.49,0.24,809.44,4.0,1.99,4.06,1.6,661.3803333333333,319.4816666666667,34053.062333333335,0.07206409911974343
2023-09-01,Well_Joker,Bakken,Vertical,8000,655.6,13.1,286.79,70.33,3.71,47172.08,12325.37,1296.58,0,33550.13,1191.99,88.67,7.95,31.5,0.787,643.71,3120.53,5744.76,1405.52,898.72,661.52,494.32,92.53,65.73,633.88,326.9,61.35,96.92,365.0,30.0,25.71,0.4,86.9,0.44,0.15,741.45,4.62,1.78,3.6,3.72,660.792,318.26933333333335,34193.348666666665,0.00867745707428158
2023-09-02,Well_Joker,Bakken,Vertical,8000,692.18,12.89,312.02,68.11,3.44,48217.55,11463.33,1146.74,0,35607.48,1315.45,85.55,7.48,31.47,0.795,610.78,2910.65,5267.14,1156.18,1006.39,594.39,528.58,95.51,69.91,644.69,312.08,72.59,103.9,365.0,30.0,24.23,0.4,87.11,0.45,0.15,781.41,1.27,2.4,1.43,4.12,664.849,318.6046666666667,34377.601,0.056989280151482635
2023-09-03,Well_Joker,Bakken,Vertical,8000,752.82,12.16,305.47,68.01,3.46,52255.91,10779.48,1306.54,0,40169.89,1300.65,84.58,7.77,31.47,0.762,613.01,3063.91,4515.17,1093.65,910.18,654.21,542.36,93.92,54.86,619.3,330.5,71.7,89.73,365.0,30.0,24.05,1.06,87.84,0.41,0.14,844.37,1.25,4.01,2.26,1.25,670.0013333333334,319.0693333333333,34684.573,0.08235327946631399
2023-09-04,Well_Joker,Bakken,Vertical,8000,598.56,15.15,309.47,74.22,3.71,45573.14,11545.4,1139.56,0,32888.18,1246.93,85.23,7.3,27.97,0.832,649.39,2979.93,5355.97,1106.66,923.92,647.76,531.16,95.35,63.18,649.89,318.77,69.81,95.65,365.0,30.0,24.0,0.21,84.85,0.52,0.18,689.25,3.74,3.6,3.29,3.1,669.2573333333332,319.41600000000005,34566.759,-0.1411352809504678
2023-09-05,Well_Joker,Bakken,Vertical,8000,591.08,12.5,317.81,76.05,3.34,46013.07,12647.51,1282.61,0,32082.94,1165.03,87.09,7.71,29.02,0.759,657.75,3637.92,5387.93,1431.72,996.96,666.59,526.39,93.4,65.47,669.24,319.55,73.24,104.17,365.0,30.0,23.26,0.26,87.5,0.54,0.14,664.97,2.96,3.75,4.22,4.52,665.5643333333334,319.35333333333335,34316.292,-0.039784264990171736
2023-09-06,Well_Joker,Bakken,Vertical,8000,624.95,11.25,341.53,69.7,3.46,44740.48,11498.17,1272.32,0,31969.99,1362.35,93.28,7.46,34.76,0.783,611.55,3045.87,5085.38,1257.67,997.18,592.76,519.31,97.1,62.38,658.97,316.12,68.84,76.83,365.0,30.0,23.86,0.0,88.75,0.55,0.13,695.25,1.14,1.43,4.6,3.29,662.6990000000001,318.64166666666665,34212.61466666667,0.1851212713101853
2023-09-07,Well_Joker,Bakken,Vertical,8000,639.15,17.15,311.91,70.92,3.43,46398.12,11881.21,1436.27,0,33080.64,1273.96,87.48,7.94,36.13,0.742,654.85,3388.84,5153.97,1187.31,992.7,648.8,509.59,95.13,56.45,630.52,306.51,64.21,100.75,365.0,30.0,23.87,0.11,82.85,0.49,0.21,748.77,2.96,2.72,3.97,2.17,661.0759999999999,319.1396666666667,34117.331,0.05372922711685568
2023-09-08,Well_Joker,Bakken,Vertical,8000,586.57,17.15,331.38,68.35,3.29,41182.62,11963.42,1496.65,0,27722.55,1245.99,84.51,7.25,34.42,0.79,634.96,3324.05,5140.58,1369.37,981.39,612.09,535.94,94.32,65.81,648.79,319.02,77.92,93.28,365.0,30.0,23.76,0.0,82.85,0.56,0.21,687.19,2.05,3.57,1.4,4.78,657.3673333333334,320.049,33898.873999999996,0.11521569671274023
2023-09-09,Well_Joker,Bakken,Vertical,8000,694.67,23.44,338.81,70.23,3.49,49969.32,11545.33,1336.99,0,37087.0,1257.86,88.62,7.96,33.19,0.73,645.51,3176.26,4860.69,1339.55,980.28,707.94,480.61,90.69,65.2,639.2,313.41,66.63,105.98,365.0,30.0,24.0,0.0,76.56,0.49,0.31,857.47,2.01,2.82,1.8,3.35,655.1423333333333,320.97999999999996,33731.662333333334,0.10635620889009223
2023-09-10,Well_Joker,Bakken,Vertical,8000,697.01,8.35,325.57,69.93,3.57,49904.33,11970.46,1190.95,0,36742.92,1286.15,90.05,7.49,32.82,0.768,621.27,3336.52,5402.25,1215.63,881.43,627.95,506.68,93.51,68.39,658.38,348.85,63.97,102.84,365.0,30.0,24.07,0.53,91.65,0.47,0.09,755.21,1.38,1.54,1.09,4.5,657.5736666666667,322.69700000000006,33953.272,0.06219140505943299
2023-09-11,Well_Joker,Bakken,Vertical,8000,702.21,9.04,275.74,66.7,3.45,47788.52,11775.96,1215.47,0,34797.09,1271.26,87.83,7.47,30.34,0.774,647.07,3337.04,5049.9,1326.01,970.5,605.36,487.15,97.07,75.32,660.76,310.68,69.49,102.37,365.0,30.0,24.3,0.0,90.96,0.39,0.1,765.71,3.71,1.79,3.89,2.98,660.2676666666666,320.0046666666667,34020.90366666667,0.03453305243307758
2023-09-12,Well_Joker,Bakken,Vertical,8000,659.7,12.33,296.61,67.1,3.35,45259.73,10922.04,1091.86,0,33245.82,1268.59,86.38,7.56,32.9,0.73,645.49,3236.98,4332.23,1290.58,927.72,618.79,515.74,93.21,69.69,654.52,322.52,68.82,95.55,365.0,30.0,23.58,0.0,87.67,0.45,0.14,741.07,2.97,2.21,1.31,2.19,660.6229999999999,318.7813333333333,33970.053,0.019833969731167134
2023-09-13,Well_Joker,Bakken,Vertical,8000,612.6,16.0,331.36,72.1,3.44,45308.21,11576.37,1216.32,0,32515.52,1236.26,88.76,7.79,33.0,0.799,605.39,3165.73,4874.68,1299.41,1014.34,698.45,523.76,94.01,70.8,611.52,331.99,84.53,97.64,365.0,30.0,24.56,0.0,84.0,0.54,0.19,710.6,1.19,4.38,4.43,2.41,658.8056666666668,319.1453333333333,33950.77166666667,0.04107540404126242
2023-09-14,Well_Joker,Bakken,Vertical,8000,632.37,4.1,332.42,67.63,3.37,43887.21,11337.34,1297.36,0,31252.51,1237.2,82.72,7.81,29.3,0.821,661.24,2963.41,4881.28,1340.43,1015.41,644.23,492.58,93.54,63.34,673.85,336.53,63.32,90.25,365.0,30.0,23.33,0.0,95.9,0.53,0.04,658.3,1.36,2.97,4.46,2.95,659.2146666666666,319.02000000000004,34009.03433333334,-0.05585416106781327
2023-09-15,Well_Joker,Bakken,Vertical,8000,624.23,14.25,291.74,66.38,3.41,42431.48,11629.95,1275.58,0,29525.95,1312.35,90.23,7.71,32.52,0.78,610.09,2992.87,5248.73,1298.24,928.53,658.41,503.17,92.29,58.8,630.29,322.88,67.86,95.64,365.0,30.0,23.27,0.0,85.75,0.47,0.17,713.21,1.89,2.73,2.31,3.29,656.3706666666666,316.0133333333333,33702.98566666667,-0.07238386780396477
2023-09-16,Well_Joker,Bakken,Vertical,8000,637.12,10.64,330.86,72.45,3.71,47386.9,11431.74,1284.25,0,34670.91,1284.21,84.11,7.68,36.22,0.765,637.85,2923.72,5261.63,1120.6,967.65,648.53,509.61,92.89,68.51,625.12,323.94,66.42,82.61,365.0,30.0,24.05,0.0,89.36,0.52,0.12,704.91,4.09,4.06,4.3,2.46,656.0596666666665,316.16633333333334,33784.36633333333,0.07556215814707268
2023-09-17,Well_Joker,Bakken,Vertical,8000,670.85,10.33,295.4,69.46,3.6,47660.46,11289.55,1285.11,0,35085.8,1242.1,85.95,7.28,32.47,0.83,620.94,3088.8,4856.53,1218.07,992.55,644.21,489.39,92.67,66.52,664.44,328.72,79.51,89.04,365.0,30.0,24.75,0.0,89.67,0.44,0.12,740.16,2.15,3.57,3.69,2.32,655.365,315.9703333333334,33763.130666666664,0.017796455880568107
2023-09-18,Well_Joker,Bakken,Vertical,8000,613.95,9.69,372.35,71.63,3.6,45317.8,12092.27,1251.89,0,31973.64,1229.95,85.79,7.61,33.95,0.813,641.95,3417.23,5121.2,1459.54,974.81,627.12,492.37,97.5,63.75,661.18,325.6,70.04,105.29,365.0,30.0,24.85,0.81,90.31,0.61,0.11,673.47,1.37,3.57,1.93,4.5,656.3523333333335,317.1666666666667,34021.12366666667,-0.11281465853588035
2023-09-19,Well_Joker,Bakken,Vertical,8000,633.07,12.14,298.9,68.71,3.5,44544.73,12027.06,1400.09,0,31117.58,1278.17,85.6,7.31,34.5,0.692,619.24,3377.91,5128.67,1364.96,1028.53,616.17,510.82,93.88,61.83,625.08,315.21,72.65,86.26,365.0,30.0,24.04,0.0,87.86,0.47,0.14,709.91,2.21,4.49,2.89,2.66,656.13,315.706,33923.87533333334,0.10156603445275802
2023-09-20,Well_Joker,Bakken,Vertical,8000,736.96,15.29,345.18,68.4,3.5,51616.41,11656.19,1432.28,0,38527.93,1323.54,83.56,7.4,31.94,0.81,635.22,3035.39,5200.49,1301.66,946.29,647.52,524.84,95.7,57.68,656.34,313.74,65.64,98.1,365.0,30.0,23.77,0.0,84.71,0.47,0.18,849.64,4.19,3.21,4.65,3.83,655.9670000000001,316.14900000000006,33919.807,0.24021406213187046
2023-09-21,Well_Joker,Bakken,Vertical,8000,625.73,9.84,348.28,65.54,3.66,42285.18,11748.72,1274.75,0,29261.71,1301.96,86.68,7.69,33.92,0.783,661.31,3174.07,5149.66,1299.82,976.35,637.81,511.01,93.4,69.76,629.59,312.23,70.4,105.94,365.0,30.0,24.49,0.0,90.16,0.56,0.11,687.27,3.64,4.96,1.68,1.7,654.7246666666667,317.0193333333334,33729.025,-0.030972697567094643
2023-09-22,Well_Joker,Bakken,Vertical,8000,585.61,16.19,316.15,73.73,3.43,44261.07,11451.88,1317.02,0,31492.16,1247.67,85.68,7.53,31.73,0.816,595.62,3016.46,5055.4,1294.76,936.52,656.3,492.44,92.6,65.55,641.91,324.18,75.4,105.58,365.0,30.0,23.7,0.0,83.81,0.54,0.19,680.42,3.57,4.0,1.19,2.82,649.3766666666667,317.6743333333334,33422.59033333333,-0.07328459298645384
2023-09-23,Well_Joker,Bakken,Vertical,8000,699.07,12.46,308.46,67.67,3.56,48403.99,11222.09,1065.65,0,36116.26,1259.26,97.34,7.77,31.87,0.73,633.9,3228.41,4623.91,1271.62,925.89,663.66,508.6,95.54,53.02,651.84,307.2,75.35,92.26,365.0,30.0,23.65,0.18,87.54,0.44,0.14,786.14,3.17,4.27,2.49,4.7,652.225,317.20366666666666,33507.746,0.07549230769230775
2023-09-24,Well_Joker,Bakken,Vertical,8000,606.02,13.2,317.87,66.48,3.46,41388.18,11653.33,1393.2,0,28341.65,1184.8,82.28,7.38,33.87,0.8,656.4,3085.75,5226.69,1227.01,980.32,608.75,524.81,97.13,78.73,646.95,313.72,81.02,108.29,365.0,30.0,24.76,0.0,86.8,0.52,0.15,686.03,1.87,4.48,3.79,1.95,653.4903333333333,318.1576666666667,33535.08966666667,-0.0981576832643829
2023-09-25,Well_Joker,Bakken,Vertical,8000,617.22,7.67,334.21,69.86,3.48,44282.02,11428.1,1178.51,0,31675.41,1281.3,85.95,7.8,33.62,0.712,633.48,3037.04,4922.03,1304.3,975.21,667.91,521.61,91.98,63.43,670.27,326.54,67.85,111.63,365.0,30.0,24.72,0.0,92.33,0.54,0.08,664.58,2.29,1.46,4.69,1.29,652.6376666666667,318.2196666666667,33546.235,-0.049055557267432826
2023-09-26,Well_Joker,Bakken,Vertical,8000,661.04,13.16,348.03,73.69,3.43,49905.9,11109.39,1274.27,0,37522.24,1229.38,77.86,7.74,31.12,0.754,632.8,3169.38,4676.66,1144.85,979.97,620.05,518.48,95.7,60.41,631.59,317.53,72.98,90.12,365.0,30.0,23.72,0.25,86.84,0.53,0.15,748.04,1.39,3.51,1.39,2.99,650.1579999999999,319.4026666666667,33427.558,0.0011965164710336929
2023-09-27,Well_Joker,Bakken,Vertical,8000,599.85,17.37,345.35,66.99,3.48,41385.46,11335.54,1121.59,0,28928.32,1199.96,84.26,7.53,32.65,0.789,656.21,2979.66,5067.63,1170.03,908.17,683.02,527.03,94.61,65.04,649.36,346.65,66.43,88.73,365.0,30.0,24.02,0.09,82.63,0.58,0.21,704.02,2.69,1.0,4.5,4.52,646.3536666666666,320.9800000000001,33263.03866666667,0.10669347994538958
2023-09-28,Well_Joker,Bakken,Vertical,8000,630.81,23.95,324.65,73.81,3.68,47754.49,11808.07,1087.87,0,34858.55,1290.02,88.54,7.6,33.98,0.77,626.01,3101.11,5186.83,1408.81,919.63,653.14,538.55,94.94,66.28,655.43,321.88,63.16,92.28,365.0,30.0,24.37,1.02,76.05,0.51,0.31,781.9,3.1,4.91,4.08,1.59,649.14,321.96633333333335,33607.85966666667,-0.02171182208712641
2023-09-29,Well_Joker,Bakken,Vertical,8000,726.16,11.9,329.04,69.42,3.49,51558.13,11702.51,1179.53,0,38676.1,1245.41,86.6,7.67,35.35,0.754,616.93,3027.77,5156.94,1249.51,1042.81,695.63,529.85,95.29,64.71,631.47,326.65,68.87,89.94,365.0,30.0,24.75,0.69,88.1,0.45,0.14,812.54,1.6,1.87,3.9,3.4,649.5176666666666,321.866,33633.986333333334,0.17568202056180682
2023-09-30,Well_Joker,Bakken,Vertical,8000,645.99,17.49,298.61,70.02,3.58,46300.93,11031.35,1285.59,0,33983.99,1336.97,88.19,7.75,31.42,0.793,656.25,2955.18,4699.93,1225.36,989.25,640.54,521.09,95.34,64.55,615.12,305.55,70.11,101.95,365.0,30.0,23.3,0.0,82.51,0.46,0.21,758.99,4.87,3.06,2.82,1.71,648.4383333333334,320.7323333333333,33482.362,-0.06644796739743053
2023-10-01,Well_Joker,Bakken,Vertical,8000,558.85,14.21,345.47,64.61,3.47,37306.12,11527.01,1158.72,0,24620.39,1253.89,84.42,7.68,32.9,0.819,668.23,3018.92,4999.25,1365.71,975.93,629.97,537.23,95.21,59.01,650.23,319.75,78.19,95.09,365.0,30.0,23.35,0.56,85.79,0.62,0.17,638.28,3.46,4.43,1.58,3.49,645.2133333333333,322.68833333333333,33184.704,-0.1383616768682835
2023-10-02,Well_Joker,Bakken,Vertical,8000,665.8,15.41,350.35,69.11,3.43,47214.98,12025.25,1477.17,0,33712.56,1250.9,92.94,7.5,30.81,0.683,644.01,3387.58,5006.6,1444.62,1021.37,624.06,541.02,92.32,63.34,621.03,320.3,65.1,106.88,365.0,30.0,23.7,0.0,84.59,0.53,0.18,768.42,4.74,1.71,1.27,4.28,644.3340000000001,323.966,33121.54,0.21308189851507686
2023-10-03,Well_Joker,Bakken,Vertical,8000,693.53,10.42,316.12,69.57,3.31,49294.99,12746.97,1294.82,0,35253.2,1313.92,83.55,7.52,34.55,0.801,662.16,3492.48,5839.02,1228.9,1005.29,645.77,535.51,91.66,63.19,650.18,312.15,69.11,96.77,365.0,30.0,24.14,0.0,89.58,0.46,0.12,765.77,1.41,1.89,1.61,2.24,642.3576666666667,324.321,32957.65033333333,0.08763428212969493
2023-10-04,Well_Joker,Bakken,Vertical,8000,595.84,8.29,300.24,71.05,3.36,43343.3,11585.82,1238.48,0,30519.0,1253.1,85.88,7.55,31.96,0.841,626.76,3144.04,5042.44,1242.03,978.04,681.78,497.49,93.57,67.75,626.72,306.45,72.83,85.3,365.0,30.0,23.63,0.79,91.71,0.5,0.09,645.21,3.36,3.41,3.28,4.7,642.267,324.0133333333333,32878.67766666666,-0.08710107401676148
2023-10-05,Well_Joker,Bakken,Vertical,8000,685.74,11.92,346.8,66.03,3.59,46524.14,11337.25,1211.44,0,33975.45,1310.68,90.28,7.62,35.09,0.731,679.47,3062.76,4719.88,1296.7,1031.02,717.98,508.91,94.69,69.4,642.72,331.62,72.24,89.58,365.0,30.0,23.75,0.0,88.08,0.51,0.14,767.44,2.93,2.2,2.25,1.64,645.4223333333333,324.9796666666667,32941.761333333336,0.1103303108808289
2023-10-06,Well_Joker,Bakken,Vertical,8000,713.33,21.65,346.58,76.52,3.46,55782.92,11380.95,1256.19,0,43145.77,1276.68,82.82,7.71,33.04,0.693,626.26,3315.57,4725.3,1205.9,975.6,629.52,529.06,97.27,69.46,652.85,322.14,74.21,97.71,365.0,30.0,24.73,0.57,78.35,0.49,0.28,867.77,1.11,1.11,2.15,3.5,648.3683333333333,325.14799999999997,33314.287333333334,0.022109184696948114
2023-10-07,Well_Joker,Bakken,Vertical,8000,684.81,12.12,293.35,76.98,3.66,53790.14,11657.12,1294.55,0,40838.47,1249.19,83.22,8.21,30.77,0.741,647.03,3128.48,4968.35,1460.29,943.13,636.9,519.97,93.56,56.04,642.05,331.96,67.77,90.7,365.0,30.0,23.71,0.19,87.88,0.43,0.14,767.84,2.61,2.14,4.26,4.49,649.8903333333334,324.5293333333333,33572.88166666667,0.11362084105766401
2023-10-08,Well_Joker,Bakken,Vertical,8000,645.01,22.17,327.17,72.71,3.39,48007.66,11765.11,1199.7,0,35042.85,1220.95,88.49,7.24,33.62,0.797,604.74,3332.72,5063.09,1294.55,950.04,661.85,462.86,92.28,73.73,662.39,313.29,71.4,76.17,365.0,30.0,24.4,0.0,77.83,0.51,0.28,788.0,2.43,3.14,4.55,1.57,651.8383333333334,324.389,33816.89166666667,-0.0342860565046188
2023-10-09,Well_Joker,Bakken,Vertical,8000,604.18,16.02,344.72,69.01,3.52,42907.85,11514.93,1182.35,0,30210.57,1304.71,88.19,7.5,30.53,0.733,661.86,3352.25,4646.08,1399.62,992.76,610.42,513.8,95.02,63.07,648.42,301.54,75.21,100.13,365.0,30.0,24.33,0.0,83.98,0.57,0.19,700.95,4.17,2.41,2.69,2.15,648.822,324.58600000000007,33587.67733333333,-0.13846109970339948
2023-10-10,Well_Joker,Bakken,Vertical,8000,597.57,4.8,301.53,69.26,3.44,42425.06,11750.71,1080.21,0,29594.13,1227.49,83.07,7.77,28.02,0.699,604.85,3137.99,5324.1,1175.76,956.4,624.69,531.77,95.6,66.3,646.84,303.08,75.28,88.81,365.0,30.0,23.22,0.37,95.2,0.5,0.05,626.24,3.12,4.94,1.82,4.64,645.5073333333333,323.7846666666666,33349.384333333335,-0.11957626744066119
2023-10-11,Well_Joker,Bakken,Vertical,8000,665.05,19.65,326.45,69.84,3.52,47595.94,11887.56,1164.28,0,34544.11,1256.15,80.37,7.64,28.82,0.744,654.76,3452.32,5093.3,1295.63,905.22,623.63,517.46,94.47,75.52,623.44,311.39,66.24,93.77,365.0,30.0,23.39,0.0,80.35,0.49,0.24,795.7,1.14,1.39,3.2,2.03,644.2686666666667,325.475,33340.95166666667,-0.06082302434615605
2023-10-12,Well_Joker,Bakken,Vertical,8000,616.45,14.27,299.34,71.72,3.52,45265.6,11620.32,971.71,0,32673.58,1338.39,90.44,7.5,34.28,0.715,676.75,3033.59,5097.96,1406.23,943.6,638.37,500.57,95.75,57.01,662.1,313.36,69.55,99.61,365.0,30.0,23.37,0.0,85.73,0.49,0.17,704.43,1.09,2.34,1.19,2.36,642.827,325.56600000000003,33321.877,0.09063727398181243
2023-10-13,Well_Joker,Bakken,Vertical,8000,569.72,9.17,308.5,71.95,3.59,42099.18,11523.71,1345.01,0,29230.46,1355.91,85.89,7.51,31.84,0.733,654.51,3173.46,4871.24,1275.27,940.88,736.53,526.33,93.53,68.08,645.61,309.01,67.29,98.65,365.0,30.0,24.34,0.0,90.83,0.54,0.1,621.99,2.36,3.39,3.85,3.79,641.3976666666666,324.80400000000003,33212.375,-0.11735634498892278
2023-10-14,Well_Joker,Bakken,Vertical,8000,663.89,14.52,324.38,70.37,3.63,47895.57,12448.79,1307.95,0,34138.83,1223.65,79.07,7.5,35.54,0.833,645.14,3201.63,5893.23,1275.48,980.35,606.96,491.14,95.96,68.38,621.26,334.46,75.03,83.97,365.0,30.0,23.79,0.31,85.48,0.49,0.17,760.3,2.88,3.37,2.92,1.67,642.4483333333334,324.536,33308.585666666666,0.03268106022896955
2023-10-15,Well_Joker,Bakken,Vertical,8000,671.81,9.92,317.84,72.37,3.61,49766.44,12050.04,1431.42,0,36284.99,1346.31,87.23,7.71,33.17,0.865,612.44,3485.49,5257.77,1209.03,915.18,657.72,524.85,93.58,61.93,630.89,310.48,69.59,94.88,365.0,30.0,23.95,0.97,90.08,0.47,0.11,738.44,2.12,3.7,2.75,3.68,644.0343333333333,325.406,33533.887,0.2573883097194407
2023-10-16,Well_Joker,Bakken,Vertical,8000,578.91,7.08,274.82,72.45,3.43,42884.54,11872.81,1217.45,0,29794.28,1280.42,85.99,7.77,30.51,0.719,644.72,3237.69,5315.14,1262.32,852.13,690.82,514.71,97.76,59.91,646.76,324.28,67.95,108.92,365.0,30.0,23.83,0.0,92.92,0.47,0.08,619.88,3.99,4.92,3.4,3.91,642.0939999999999,323.53799999999995,33371.33266666667,-0.014151425360171777
2023-10-17,Well_Joker,Bakken,Vertical,8000,600.5,21.38,339.98,69.88,3.57,43176.72,12103.34,1463.63,0,29609.75,1209.68,90.85,7.59,32.86,0.713,600.81,3384.51,5241.67,1384.5,978.52,599.0,515.14,94.79,59.48,679.99,323.99,65.1,87.69,365.0,30.0,24.84,0.06,78.62,0.57,0.27,728.9,3.82,1.4,3.72,1.98,639.749,325.024,33188.797666666665,-0.13707626205291068
